genome_id,antibiotic,target_status,target_present,matched_target_markers,molecular_targets,target_confidence,target_source_count,target_gate_reason
562.58715,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58716,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58716,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58716,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58716,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58718,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58718,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58718,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58718,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58719,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58719,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58719,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58719,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58721,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58721,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58721,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58721,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58723,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58723,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58723,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58723,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58725,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58725,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58725,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58725,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58726,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58726,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58726,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58726,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58727,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58727,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58727,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58727,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58728,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58728,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58728,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58728,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58732,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58732,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58732,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58732,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58733,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58733,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58733,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58733,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58734,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58734,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58734,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58734,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58736,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.58736,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.58736,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.58736,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65781,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65781,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65781,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65781,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65783,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65783,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65783,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65783,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65784,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65784,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65784,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65784,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65785,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65785,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65785,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65785,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65786,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65786,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65786,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65786,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65787,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65787,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65787,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65787,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65788,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65788,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65788,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65788,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65789,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65789,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65789,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65789,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65791,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65791,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65791,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65791,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65796,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65796,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65796,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65796,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65799,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65799,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65799,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65799,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65801,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65801,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65801,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65801,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65802,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65802,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65802,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65802,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65803,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65803,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65803,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65803,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65804,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65804,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65804,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65804,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65805,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65805,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65805,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65805,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65806,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65806,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65806,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65806,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65807,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65807,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
562.65807,gentamicin,present,True,product:16s rrna; product:ribosomal protein s12; product:small subunit ribosomal rna; product:ssu rrna,"30S ribosomal subunit, 16S rRNA A-site",curated_class_level,1,matched configured target marker
562.65807,ampicillin,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65808,cefotaxime,present,True,product:d-alanyl-d-alanine carboxypeptidase; product:penicillin-binding protein,penicillin-binding proteins,curated_class_level,2,matched configured target marker
562.65808,chloramphenicol,present,True,product:23s rrna; product:large subunit ribosomal rna; product:lsu rrna,"50S ribosomal subunit, 23S rRNA peptidyl-transferase center",curated_class_level,2,matched configured target marker
